regime,repeat,coalition,coalition_key,coalition_size,loss,orders
nyc_taxi,2,dimension_drift|duplicate_facts|orphan_foreign_keys|stale_timestamps,dimension_drift|duplicate_facts|orphan_foreign_keys|stale_timestamps,4,0.153824601893415,100000
nyc_taxi,2,dimension_drift|missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,dimension_drift|missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,5,0.18447410134811998,100000
nyc_taxi,2,duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,5,0.07465334291800058,100000
nyc_taxi,2,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys|value_noise,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys|value_noise,5,0.1427640778218399,100000
nyc_taxi,2,dimension_drift|duplicate_facts|missing_measures|stale_timestamps|value_noise,dimension_drift|duplicate_facts|missing_measures|stale_timestamps|value_noise,5,0.17047666779076556,100000
nyc_taxi,2,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps,5,0.17830134989167104,100000
nyc_taxi,2,dimension_drift|duplicate_facts|orphan_foreign_keys|stale_timestamps|value_noise,dimension_drift|duplicate_facts|orphan_foreign_keys|stale_timestamps|value_noise,5,0.18266783676905585,100000
nyc_taxi,2,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,6,0.16882366679342567,100000
nyc_taxi,3,EMPTY,EMPTY,0,0.0,100000
nyc_taxi,3,missing_measures,missing_measures,1,0.05075236594368749,100000
nyc_taxi,3,value_noise,value_noise,1,0.035450549556385665,100000
nyc_taxi,3,orphan_foreign_keys,orphan_foreign_keys,1,0.10293285655219275,100000
nyc_taxi,3,stale_timestamps,stale_timestamps,1,0.049853721640158444,100000
nyc_taxi,3,dimension_drift,dimension_drift,1,0.14555531519530235,100000
nyc_taxi,3,duplicate_facts,duplicate_facts,1,0.08024793431640641,100000
nyc_taxi,3,missing_measures|value_noise,missing_measures|value_noise,2,0.02722360511613786,100000
nyc_taxi,3,missing_measures|orphan_foreign_keys,missing_measures|orphan_foreign_keys,2,0.1524615892686678,100000
nyc_taxi,3,missing_measures|stale_timestamps,missing_measures|stale_timestamps,2,0.09564352831365572,100000
nyc_taxi,3,dimension_drift|missing_measures,dimension_drift|missing_measures,2,0.18861943838945236,100000
nyc_taxi,3,duplicate_facts|missing_measures,duplicate_facts|missing_measures,2,0.03610725540705507,100000
nyc_taxi,3,orphan_foreign_keys|value_noise,orphan_foreign_keys|value_noise,2,0.12126789696390253,100000
